"id"	"name"	"count"	"npc_templateid"	"locx"	"locy"	"randomx"	"randomy"	"heading"	"respawn_delay"	"mapid"	"movement_distance"
"1111"	""	"1"	"71103"	"33549"	"33275"	"0"	"0"	"5"	"0"	"4"	"0"
"1112"	""	"1"	"71102"	"33611"	"33290"	"0"	"0"	"5"	"0"	"4"	"0"
"1114"	""	"1"	"71105"	"33124"	"32937"	"0"	"0"	"5"	"0"	"4"	"0"
"1115"	""	"1"	"71105"	"33143"	"32241"	"0"	"0"	"5"	"0"	"4"	"0"
"1116"	""	"1"	"71106"	"33961"	"33250"	"0"	"0"	"5"	"0"	"4"	"0"
"1117"	""	"1"	"71107"	"34054"	"33145"	"0"	"0"	"5"	"0"	"4"	"0"
"1118"	""	"1"	"71107"	"34091"	"33145"	"0"	"0"	"5"	"0"	"4"	"0"
"1119"	"Sound from the Beginning"	"1"	"71108"	"32669"	"32321"	"0"	"0"	"5"	"0"	"4"	"0"
"1120"	"Sound from the Beginning"	"1"	"71108"	"32889"	"32652"	"0"	"0"	"5"	"0"	"4"	"0"
"1121"	"Sound from the Beginning"	"1"	"71109"	"33125"	"32936"	"0"	"0"	"5"	"0"	"4"	"0"
"1122"	"Sound from the Beginning"	"1"	"71109"	"33144"	"32240"	"0"	"0"	"5"	"0"	"4"	"0"
"1123"	"Sound from the Beginning"	"1"	"71108"	"33080"	"33216"	"0"	"0"	"5"	"0"	"4"	"0"
"1134"	"Axe Craftsman^Zeron"	"1"	"71199"	"33448"	"32756"	"0"	"0"	"6"	"0"	"4"	"0"
"1135"	"Insolence Craftsman^Mumbai"	"1"	"7210049"	"33926"	"33352"	"0"	"0"	"4"	"0"	"4"	"0"
"1153"	"Heine City Windmill"	"1"	"71212"	"33583"	"33357"	"0"	"0"	"5"	"0"	"4"	"0"
"1251"	"Equipment Merchant^Evans"	"1"	"100556"	"32562"	"32944"	"0"	"0"	"4"	"0"	"0"	"0"
"1273"	"Kirin\'s Flagship"	"1"	"71247"	"33514"	"32701"	"0"	"0"	"5"	"0"	"4"	"0"
"1274"	"Kirin\'s Flagship"	"1"	"71247"	"33518"	"32701"	"0"	"0"	"5"	"0"	"4"	"0"
"1275"	"Kirin\'s Flagship"	"1"	"71247"	"33530"	"32701"	"0"	"0"	"5"	"0"	"4"	"0"
"1276"	"Kirin\'s Flagship"	"1"	"71247"	"33514"	"32750"	"0"	"0"	"5"	"0"	"4"	"0"
"1277"	"Kirin\'s Flagship"	"1"	"71247"	"33526"	"32750"	"0"	"0"	"5"	"0"	"4"	"0"
"1278"	"Kirin\'s Flagship"	"1"	"71248"	"33538"	"32721"	"0"	"0"	"5"	"0"	"4"	"0"
"1279"	"Kirin\'s Flagship"	"1"	"71248"	"33538"	"32717"	"0"	"0"	"5"	"0"	"4"	"0"
"1280"	"Kirin\'s Flagship"	"1"	"71248"	"33538"	"32713"	"0"	"0"	"5"	"0"	"4"	"0"
"1281"	"Kirin\'s Flagship"	"1"	"71248"	"33538"	"32733"	"0"	"0"	"5"	"0"	"4"	"0"
"1282"	"Kirin\'s Flagship"	"1"	"71248"	"33538"	"32737"	"0"	"0"	"5"	"0"	"4"	"0"
"1283"	"Kirin\'s Flagship"	"1"	"71248"	"33489"	"32709"	"0"	"0"	"5"	"0"	"4"	"0"
"1284"	"Kirin\'s Flagship"	"1"	"71248"	"33489"	"32725"	"0"	"0"	"5"	"0"	"4"	"0"
"1285"	"Kirin\'s Flagship"	"1"	"71248"	"33489"	"32737"	"0"	"0"	"5"	"0"	"4"	"0"
"1286"	"Kirin\'s Flagship"	"1"	"71248"	"33494"	"32749"	"0"	"0"	"5"	"0"	"4"	"0"
"1287"	"Kirin\'s Flagship"	"1"	"71247"	"33502"	"32701"	"0"	"0"	"5"	"0"	"4"	"0"
"1288"	""	"1"	"81177"	"32740"	"32774"	"0"	"0"	"0"	"0"	"30"	"0"
"1289"	""	"1"	"81177"	"32744"	"32774"	"0"	"0"	"0"	"0"	"30"	"0"
"1290"	""	"1"	"81177"	"32813"	"32808"	"0"	"0"	"0"	"0"	"30"	"0"
"1291"	""	"1"	"81177"	"32813"	"32812"	"0"	"0"	"0"	"0"	"30"	"0"
"1292"	""	"1"	"81177"	"32812"	"32735"	"0"	"0"	"0"	"0"	"30"	"0"
"1293"	""	"1"	"81177"	"32812"	"32739"	"0"	"0"	"0"	"0"	"30"	"0"
"1294"	""	"1"	"81177"	"32725"	"32723"	"0"	"0"	"0"	"0"	"30"	"0"
"1295"	""	"1"	"81177"	"32729"	"32723"	"0"	"0"	"0"	"0"	"30"	"0"
"1296"	""	"1"	"81177"	"32789"	"32779"	"0"	"0"	"0"	"0"	"31"	"0"
"1297"	""	"1"	"81177"	"32789"	"32785"	"0"	"0"	"0"	"0"	"31"	"0"
"1298"	""	"1"	"81177"	"32759"	"32747"	"0"	"0"	"0"	"0"	"31"	"0"
"1299"	""	"1"	"81177"	"32765"	"32747"	"0"	"0"	"0"	"0"	"31"	"0"
"1300"	""	"1"	"81177"	"32805"	"32757"	"0"	"0"	"0"	"0"	"31"	"0"
"1301"	""	"1"	"81177"	"32805"	"32763"	"0"	"0"	"0"	"0"	"31"	"0"
"1302"	""	"1"	"81177"	"32757"	"32779"	"0"	"0"	"0"	"0"	"31"	"0"
"1303"	""	"1"	"81177"	"32763"	"32779"	"0"	"0"	"0"	"0"	"31"	"0"
"1304"	""	"1"	"81177"	"32707"	"32816"	"0"	"0"	"0"	"0"	"32"	"0"
"1305"	""	"1"	"81177"	"32713"	"32816"	"0"	"0"	"0"	"0"	"32"	"0"
"1306"	""	"1"	"81177"	"32667"	"32866"	"0"	"0"	"0"	"0"	"33"	"0"
"1307"	""	"1"	"81177"	"32673"	"32866"	"0"	"0"	"0"	"0"	"33"	"0"
"1308"	""	"1"	"81177"	"32748"	"32798"	"0"	"0"	"0"	"0"	"35"	"0"
"1309"	""	"1"	"81177"	"32748"	"32804"	"0"	"0"	"0"	"0"	"35"	"0"
"1310"	""	"1"	"81177"	"32661"	"32844"	"0"	"0"	"0"	"0"	"36"	"0"
"1311"	""	"1"	"81177"	"32667"	"32844"	"0"	"0"	"0"	"0"	"36"	"0"
"1312"	""	"1"	"81177"	"32670"	"32865"	"0"	"0"	"0"	"0"	"37"	"0"
"1313"	""	"1"	"81177"	"32670"	"32871"	"0"	"0"	"0"	"0"	"37"	"0"
"1336"	"Pandora Sculpture"	"1"	"80001"	"32643"	"32948"	"0"	"0"	"5"	"0"	"0"	"0"
"1358"	"Board"	"1"	"80006"	"33419"	"32806"	"0"	"0"	"6"	"0"	"4"	"0"
"1359"	"Board"	"1"	"80006"	"33073"	"33395"	"0"	"0"	"6"	"0"	"4"	"0"
"1360"	"Board"	"1"	"80006"	"32629"	"33188"	"0"	"0"	"6"	"0"	"4"	"0"
"1361"	"Board"	"1"	"80006"	"32603"	"32759"	"0"	"0"	"0"	"0"	"4"	"0"
"1362"	"Board"	"1"	"80006"	"33051"	"32756"	"0"	"0"	"0"	"0"	"4"	"0"
"1363"	"Board"	"1"	"80006"	"33613"	"33259"	"0"	"0"	"0"	"0"	"4"	"0"
"1364"	"Board"	"1"	"81130"	"34064"	"32273"	"0"	"0"	"0"	"0"	"4"	"0"
"1365"	"Board"	"1"	"81126"	"33977"	"33239"	"0"	"0"	"0"	"0"	"4"	"0"
"1371"	"Auction Board"	"1"	"81161"	"33424"	"32824"	"0"	"0"	"0"	"0"	"4"	"0"
"1373"	"Auction Board"	"1"	"81161"	"33585"	"33235"	"0"	"0"	"0"	"0"	"4"	"0"
"1374"	"Auction Board"	"1"	"81161"	"33959"	"33253"	"0"	"0"	"0"	"0"	"4"	"0"
"1375"	"Auction Manager"	"1"	"70577"	"33961"	"33253"	"0"	"0"	"4"	"0"	"4"	"0"
"1380"	"Blue Sharks"	"1"	"71184"	"32640"	"32744"	"0"	"0"	"2"	"0"	"4"	"0"
"1381"	"Blue Sharks"	"1"	"71184"	"32640"	"32750"	"0"	"0"	"2"	"0"	"4"	"0"
"1382"	"Blue Sharks"	"1"	"71184"	"32624"	"32832"	"0"	"0"	"4"	"0"	"4"	"0"
"1383"	"Blue Sharks"	"1"	"71184"	"32630"	"32832"	"0"	"0"	"4"	"0"	"4"	"0"
"1384"	"Kent Castle Guard"	"1"	"71183"	"32632"	"32831"	"0"	"0"	"4"	"0"	"4"	"0"
"1385"	"Kent Castle Guard"	"1"	"71183"	"32622"	"32831"	"0"	"0"	"4"	"0"	"4"	"0"
"1386"	"Blue Sharks"	"1"	"71184"	"32586"	"32765"	"0"	"0"	"6"	"0"	"4"	"0"
"1387"	"Blue Sharks"	"1"	"71184"	"32586"	"32757"	"0"	"0"	"6"	"0"	"4"	"0"
"1388"	"Kent Castle Guard"	"1"	"71183"	"32587"	"32756"	"0"	"0"	"6"	"0"	"4"	"0"
"1389"	"Kent Castle Guard"	"1"	"71183"	"32587"	"32766"	"0"	"0"	"6"	"0"	"4"	"0"
"1390"	"Blue Sharks"	"1"	"71184"	"32619"	"32706"	"0"	"0"	"0"	"0"	"4"	"0"
"1391"	"Blue Sharks"	"1"	"71184"	"32612"	"32706"	"0"	"0"	"0"	"0"	"4"	"0"
"1392"	"Kent Castle Guard"	"1"	"71183"	"32620"	"32707"	"0"	"0"	"0"	"0"	"4"	"0"
"1393"	"Kent Castle Guard"	"1"	"71183"	"32611"	"32707"	"0"	"0"	"0"	"0"	"4"	"0"
"1394"	"Blue Sharks"	"1"	"71184"	"32567"	"32720"	"0"	"0"	"2"	"0"	"4"	"0"
"1395"	"Blue Sharks"	"1"	"71184"	"32567"	"32722"	"0"	"0"	"2"	"0"	"4"	"0"
"1396"	"Blue Sharks"	"1"	"71184"	"32567"	"32730"	"0"	"0"	"2"	"0"	"4"	"0"
"1397"	"Blue Sharks"	"1"	"71184"	"32567"	"32732"	"0"	"0"	"2"	"0"	"4"	"0"
"1588"	""	"1"	"81177"	"32666"	"32803"	"0"	"0"	"0"	"0"	"1"	"0"
"1589"	""	"1"	"81177"	"32670"	"32803"	"0"	"0"	"0"	"0"	"1"	"0"
"1590"	""	"1"	"81177"	"32736"	"32784"	"0"	"0"	"0"	"0"	"1"	"0"
"1591"	""	"1"	"81177"	"32662"	"32790"	"0"	"0"	"0"	"0"	"2"	"0"
"1592"	""	"1"	"81177"	"32667"	"32790"	"0"	"0"	"0"	"0"	"2"	"0"
"1593"	""	"1"	"81177"	"32667"	"32803"	"0"	"0"	"0"	"0"	"2"	"0"
"1594"	""	"1"	"81177"	"32662"	"32803"	"0"	"0"	"0"	"0"	"2"	"0"
"1595"	""	"1"	"81177"	"32663"	"32846"	"0"	"0"	"0"	"0"	"2"	"0"
"1596"	""	"1"	"81177"	"32668"	"32846"	"0"	"0"	"0"	"0"	"2"	"0"
"1597"	""	"1"	"81177"	"32673"	"32846"	"0"	"0"	"0"	"0"	"2"	"0"
"1598"	""	"1"	"81177"	"32782"	"32844"	"0"	"0"	"0"	"0"	"2"	"0"
"1599"	""	"1"	"81177"	"32782"	"32848"	"0"	"0"	"0"	"0"	"2"	"0"
"1600"	""	"1"	"81177"	"32769"	"32844"	"0"	"0"	"0"	"0"	"2"	"0"
"1601"	""	"1"	"81177"	"32769"	"32848"	"0"	"0"	"0"	"0"	"2"	"0"
"1602"	""	"1"	"81177"	"32746"	"32845"	"0"	"0"	"0"	"0"	"2"	"0"
"1603"	""	"1"	"81177"	"32746"	"32850"	"0"	"0"	"0"	"0"	"2"	"0"
"1604"	""	"1"	"81177"	"32717"	"32843"	"0"	"0"	"0"	"0"	"2"	"0"
"1605"	""	"1"	"81177"	"32717"	"32850"	"0"	"0"	"0"	"0"	"2"	"0"
"1606"	""	"1"	"81177"	"32710"	"32858"	"0"	"0"	"0"	"0"	"2"	"0"
"1607"	""	"1"	"81177"	"32703"	"32858"	"0"	"0"	"0"	"0"	"2"	"0"
"1608"	""	"1"	"81177"	"32696"	"32850"	"0"	"0"	"0"	"0"	"2"	"0"
"1609"	""	"1"	"81177"	"32696"	"32843"	"0"	"0"	"0"	"0"	"2"	"0"
"1610"	""	"1"	"81177"	"32703"	"32836"	"0"	"0"	"0"	"0"	"2"	"0"
"1611"	""	"1"	"81177"	"32711"	"32836"	"0"	"0"	"0"	"0"	"2"	"0"
"1612"	""	"1"	"81177"	"32795"	"32824"	"0"	"0"	"0"	"0"	"2"	"0"
"1613"	""	"1"	"81177"	"32795"	"32828"	"0"	"0"	"0"	"0"	"2"	"0"
"1671"	""	"1"	"81177"	"32793"	"32748"	"0"	"0"	"0"	"0"	"9"	"0"
"1672"	""	"1"	"81177"	"32796"	"32751"	"0"	"0"	"0"	"0"	"9"	"0"
"1673"	""	"1"	"81177"	"32804"	"32731"	"0"	"0"	"0"	"0"	"8"	"0"
"1674"	""	"1"	"81177"	"32807"	"32734"	"0"	"0"	"0"	"0"	"8"	"0"
"1675"	""	"1"	"81177"	"32773"	"32761"	"0"	"0"	"0"	"0"	"8"	"0"
"1676"	""	"1"	"81177"	"32767"	"32761"	"0"	"0"	"0"	"0"	"8"	"0"
"1677"	""	"1"	"81177"	"32773"	"32768"	"0"	"0"	"0"	"0"	"8"	"0"
"1678"	""	"1"	"81177"	"32766"	"32768"	"0"	"0"	"0"	"0"	"8"	"0"
"1679"	""	"1"	"81177"	"32748"	"32798"	"0"	"0"	"0"	"0"	"8"	"0"
"1680"	""	"1"	"81177"	"32751"	"32798"	"0"	"0"	"0"	"0"	"8"	"0"
"1681"	""	"1"	"81177"	"32750"	"32735"	"0"	"0"	"0"	"0"	"8"	"0"
"1682"	""	"1"	"81177"	"32747"	"32735"	"0"	"0"	"0"	"0"	"8"	"0"
"1683"	""	"1"	"81177"	"32772"	"32731"	"0"	"0"	"0"	"0"	"8"	"0"
"1684"	""	"1"	"81177"	"32777"	"32731"	"0"	"0"	"0"	"0"	"8"	"0"
"1685"	""	"1"	"81177"	"32734"	"32729"	"0"	"0"	"0"	"0"	"8"	"0"
"1686"	""	"1"	"81177"	"32733"	"32783"	"0"	"0"	"0"	"0"	"7"	"0"
"1687"	""	"1"	"81177"	"32729"	"32783"	"0"	"0"	"0"	"0"	"7"	"0"
"1688"	""	"1"	"81177"	"32739"	"32759"	"0"	"0"	"0"	"0"	"7"	"0"
"1689"	""	"1"	"81177"	"32735"	"32759"	"0"	"0"	"0"	"0"	"7"	"0"
"1690"	""	"1"	"81177"	"32790"	"32763"	"0"	"0"	"0"	"0"	"7"	"0"
"1691"	""	"1"	"81177"	"32797"	"32763"	"0"	"0"	"0"	"0"	"7"	"0"
"1692"	""	"1"	"81177"	"32790"	"32773"	"0"	"0"	"0"	"0"	"7"	"0"
"1693"	""	"1"	"81177"	"32797"	"32773"	"0"	"0"	"0"	"0"	"7"	"0"
"1694"	""	"1"	"81177"	"32732"	"32732"	"0"	"0"	"0"	"0"	"7"	"0"
"1695"	""	"1"	"81177"	"32810"	"32725"	"0"	"0"	"0"	"0"	"7"	"0"
"1696"	""	"1"	"81177"	"32813"	"32725"	"0"	"0"	"0"	"0"	"7"	"0"
"1697"	""	"1"	"81177"	"32720"	"32799"	"0"	"0"	"0"	"0"	"9"	"0"
"1698"	""	"1"	"81177"	"32719"	"32776"	"0"	"0"	"0"	"0"	"9"	"0"
"1699"	""	"1"	"81177"	"32788"	"32788"	"0"	"0"	"0"	"0"	"9"	"0"
"1700"	""	"1"	"81177"	"32785"	"32785"	"0"	"0"	"0"	"0"	"9"	"0"
"1701"	""	"1"	"81177"	"32799"	"32785"	"0"	"0"	"0"	"0"	"9"	"0"
"1702"	""	"1"	"81177"	"32802"	"32788"	"0"	"0"	"0"	"0"	"9"	"0"
"1703"	""	"1"	"81177"	"32780"	"32766"	"0"	"0"	"0"	"0"	"9"	"0"
"1704"	""	"1"	"81177"	"32783"	"32769"	"0"	"0"	"0"	"0"	"9"	"0"
"1705"	""	"1"	"81177"	"32762"	"32792"	"0"	"0"	"0"	"0"	"9"	"0"
"1706"	""	"1"	"81177"	"32760"	"32791"	"0"	"0"	"0"	"0"	"9"	"0"
"1707"	""	"1"	"81177"	"32719"	"32787"	"0"	"0"	"0"	"0"	"9"	"0"
"1721"	""	"1"	"81177"	"32692"	"32783"	"0"	"0"	"0"	"0"	"1"	"0"
"1722"	""	"1"	"81177"	"32688"	"32783"	"0"	"0"	"0"	"0"	"1"	"0"
"1723"	""	"1"	"81177"	"32688"	"32772"	"0"	"0"	"0"	"0"	"1"	"0"
"1724"	""	"1"	"81177"	"32692"	"32772"	"0"	"0"	"0"	"0"	"1"	"0"
"1725"	""	"1"	"81177"	"32758"	"32785"	"0"	"0"	"0"	"0"	"1"	"0"
"1726"	""	"1"	"81177"	"32667"	"32885"	"0"	"0"	"0"	"0"	"1"	"0"
"1727"	""	"1"	"81177"	"32670"	"32885"	"0"	"0"	"0"	"0"	"1"	"0"
"1728"	""	"1"	"81177"	"32669"	"32776"	"0"	"0"	"0"	"0"	"2"	"0"
"1729"	""	"1"	"81177"	"32664"	"32776"	"0"	"0"	"0"	"0"	"2"	"0"
"1757"	"Ancient Goods Shop ""House of Luck"""	"1"	"81194"	"32632"	"32778"	"0"	"0"	"0"	"0"	"4"	"0"
"1760"	"Mysterious Marble ""House of Astrologer"""	"1"	"81197"	"32608"	"32748"	"0"	"0"	"0"	"0"	"4"	"0"
"1761"	"Decoration Shop ""Beautiful House"""	"1"	"81198"	"32589"	"32734"	"0"	"0"	"0"	"0"	"4"	"0"
"1762"	"Flower Shop ""Fragrant House"""	"1"	"81199"	"32628"	"32715"	"0"	"0"	"0"	"0"	"4"	"0"
"1770"	"Taus"	"1"	"70764"	"32765"	"32866"	"0"	"0"	"4"	"0"	"75"	"0"
"1771"	"White Wizard Pieta"	"1"	"71200"	"32759"	"32841"	"0"	"0"	"2"	"0"	"77"	"0"
"1792"	"Polluted Blob"	"1"	"81208"	"32767"	"32767"	"20"	"20"	"5"	"0"	"19"	"0"
"1823"	"Guard"	"1"	"5153"	"32629"	"32969"	"0"	"0"	"0"	"0"	"0"	"0"
"1824"	"Guard"	"1"	"5152"	"32634"	"32969"	"0"	"0"	"0"	"0"	"0"	"0"
"1825"	"Guard"	"1"	"5152"	"32628"	"32969"	"0"	"0"	"0"	"0"	"0"	"0"
"1826"	"Guard"	"1"	"5153"	"32619"	"32951"	"0"	"0"	"6"	"0"	"0"	"0"
"1827"	"Guard"	"1"	"5153"	"32619"	"32952"	"0"	"0"	"6"	"0"	"0"	"0"
"1828"	"Guard"	"1"	"5153"	"32619"	"32962"	"0"	"0"	"6"	"0"	"0"	"0"
"1829"	"Guard"	"1"	"5152"	"32619"	"32958"	"0"	"0"	"6"	"0"	"0"	"0"
"1830"	"Guard"	"1"	"5152"	"32619"	"32967"	"0"	"0"	"6"	"0"	"0"	"0"
"1831"	"Guard"	"1"	"5152"	"32619"	"32968"	"0"	"0"	"6"	"0"	"0"	"0"
"1837"	"Kent Castle Guard"	"1"	"71183"	"32639"	"32743"	"0"	"0"	"2"	"0"	"4"	"0"
"1838"	"Kent Castle Guard"	"1"	"71183"	"32639"	"32750"	"0"	"0"	"2"	"0"	"4"	"0"
"1916"	"Guard"	"1"	"60508"	"33028"	"32763"	"0"	"0"	"6"	"0"	"4"	"0"
"1917"	"Guard"	"1"	"60509"	"33028"	"32774"	"0"	"0"	"6"	"0"	"4"	"0"
"1918"	"Guard"	"1"	"60509"	"33056"	"32812"	"0"	"0"	"4"	"0"	"4"	"0"
"1919"	"Guard"	"1"	"60509"	"33061"	"32812"	"0"	"0"	"4"	"0"	"4"	"0"
"1960"	"Heine Guard"	"1"	"70857"	"33651"	"33259"	"0"	"0"	"2"	"0"	"4"	"0"
"1961"	"Heine Guard"	"1"	"70857"	"33657"	"33250"	"0"	"0"	"2"	"0"	"4"	"0"
"1970"	"Heine Guard"	"1"	"70857"	"33653"	"33427"	"0"	"0"	"4"	"0"	"4"	"0"
"1971"	"Heine Guard"	"1"	"70857"	"33607"	"33449"	"0"	"0"	"5"	"0"	"4"	"0"
"1974"	"Giran Guard"	"1"	"7000005"	"33522"	"32694"	"0"	"0"	"0"	"0"	"4"	"0"
"1976"	"Giran Guard"	"1"	"7000004"	"33529"	"32694"	"0"	"0"	"0"	"0"	"4"	"0"
"1978"	"Giran Guard"	"1"	"7000005"	"33485"	"32641"	"0"	"0"	"1"	"0"	"4"	"0"
"1979"	"Giran Guard"	"1"	"7000004"	"33490"	"32644"	"0"	"0"	"1"	"0"	"4"	"0"
"1991"	"Emai"	"1"	"71181"	"33493"	"32683"	"0"	"0"	"4"	"0"	"4"	"0"
"1995"	"Castle Guard"	"1"	"60525"	"33528"	"32895"	"0"	"0"	"6"	"0"	"4"	"0"
"1996"	"Castle Guard"	"1"	"60524"	"33520"	"32895"	"0"	"0"	"6"	"0"	"4"	"0"
"2000"	"Giran Mercenary Squad"	"1"	"60526"	"33545"	"32846"	"0"	"0"	"2"	"0"	"4"	"0"
"2001"	"Castle Guard"	"1"	"60524"	"33545"	"32853"	"0"	"0"	"2"	"0"	"4"	"0"
"2197"	"Fishing Shop^Grandpa Marco"	"1"	"80080"	"32610"	"32768"	"0"	"0"	"4"	"0"	"4"	"0"
"2199"	"Fishing Guide^Fishing Kid"	"1"	"80083"	"32727"	"32805"	"0"	"0"	"3"	"0"	"5302"	"0"
"2200"	"Fishing Guide^Fishing Kid"	"1"	"80083"	"32789"	"32789"	"0"	"0"	"4"	"0"	"5302"	"0"
"2201"	"Fishing Guide^Fishing Kid"	"1"	"80083"	"32794"	"32866"	"0"	"0"	"0"	"0"	"5302"	"0"
"2202"	"Fishing Guide^Fishing Kid"	"1"	"80083"	"32769"	"32829"	"0"	"0"	"7"	"0"	"5302"	"0"
"2203"	"Fishing Guide^Fishing Kid"	"1"	"80083"	"32730"	"32875"	"0"	"0"	"0"	"0"	"5302"	"0"
"2204"	"Staff Craftsman^Baemi"	"1"	"900004"	"33451"	"32744"	"0"	"0"	"6"	"0"	"4"	"0"
"2207"	"Pauldron Crafter^Hios"	"1"	"900003"	"33470"	"32777"	"0"	"0"	"4"	"0"	"4"	"0"
"2211"	"Merchant^Hanku"	"1"	"900018"	"33723"	"32503"	"0"	"0"	"6"	"0"	"4"	"0"
"2213"	"Merchant^Manku"	"1"	"900016"	"33723"	"32508"	"0"	"0"	"6"	"0"	"4"	"0"
"2214"	"Dwarf Guard"	"1"	"60530"	"33680"	"32520"	"0"	"0"	"6"	"0"	"4"	"0"
"2215"	"Dwarf Guard"	"1"	"60530"	"33680"	"32522"	"0"	"0"	"6"	"0"	"4"	"0"
"2224"	"Teleporter^Peter"	"1"	"7310088"	"34053"	"32266"	"0"	"0"	"4"	"0"	"4"	"0"
"2225"	"Wizard Adonis"	"1"	"7310089"	"32766"	"32842"	"0"	"0"	"6"	"0"	"77"	"0"
"2297"	"Suspicious Teleporter^Fiat"	"1"	"181210"	"32778"	"32840"	"0"	"0"	"7"	"0"	"622"	"0"
"2301"	""	"1"	"81177"	"32771"	"32731"	"0"	"0"	"0"	"0"	"54"	"0"
"2302"	""	"1"	"81177"	"32766"	"32731"	"0"	"0"	"0"	"0"	"54"	"0"
"2316"	"Wizard of Growth^Marvin"	"1"	"70000"	"34072"	"32271"	"0"	"0"	"4"	"0"	"4"	"0"
"2405"	"Aden Chamber of Commerce"	"1"	"70064"	"32572"	"32953"	"0"	"0"	"5"	"0"	"0"	"0"
"2406"	"Enchant Wizard^Gendro"	"1"	"5000"	"32587"	"32929"	"0"	"0"	"6"	"0"	"0"	"0"
"2407"	"Enchant Wizard^Gendro"	"1"	"5007"	"34065"	"32280"	"0"	"0"	"5"	"0"	"4"	"0"
"2408"	"Aden Chamber of Commerce"	"1"	"70064"	"34056"	"32294"	"0"	"0"	"5"	"0"	"4"	"0"
"2411"	"Enchant Wizard^Gendro"	"1"	"5005"	"33612"	"33250"	"0"	"0"	"5"	"0"	"4"	"0"
"2412"	"Aden Chamber of Commerce"	"1"	"70064"	"33601"	"33262"	"0"	"0"	"5"	"0"	"4"	"0"
"2413"	"Aden Chamber of Commerce"	"1"	"70064"	"33060"	"32773"	"0"	"0"	"5"	"0"	"4"	"0"
"2414"	"Enchant Wizard^Gendro"	"1"	"5002"	"33053"	"32775"	"0"	"0"	"5"	"0"	"4"	"0"
"2415"	"Aden Chamber of Commerce"	"1"	"70064"	"32747"	"32449"	"0"	"0"	"5"	"0"	"4"	"0"
"2417"	"Aden Chamber of Commerce"	"1"	"70064"	"32617"	"32806"	"0"	"0"	"5"	"0"	"4"	"0"
"2418"	"Aden Chamber of Commerce"	"1"	"70064"	"33934"	"33348"	"0"	"0"	"6"	"0"	"4"	"0"
"2419"	"Enchant Wizard^Gendro"	"1"	"5009"	"33937"	"33358"	"0"	"0"	"6"	"0"	"4"	"0"
"2424"	"Enchant Wizard^Gendro"	"1"	"5006"	"33713"	"32501"	"0"	"0"	"4"	"0"	"4"	"0"
"2425"	"Aden Chamber of Commerce"	"1"	"70064"	"33729"	"32492"	"0"	"0"	"5"	"0"	"4"	"0"
"2427"	"Teleport^Market Center"	"1"	"5070"	"32846"	"32881"	"0"	"0"	"0"	"0"	"800"	"0"
"2428"	"Teleport^Market Center"	"1"	"5070"	"32801"	"32881"	"0"	"0"	"0"	"0"	"800"	"0"
"2429"	"Teleport^Market Center"	"1"	"5070"	"32755"	"32881"	"0"	"0"	"0"	"0"	"800"	"0"
"2430"	"Teleport^Market Center"	"1"	"5070"	"32742"	"32926"	"0"	"0"	"0"	"0"	"800"	"0"
"2431"	"Teleport^Market Center"	"1"	"5070"	"32741"	"32972"	"0"	"0"	"0"	"0"	"800"	"0"
"2432"	"Teleport^Market Center"	"1"	"5070"	"32801"	"32972"	"0"	"0"	"0"	"0"	"800"	"0"
"2433"	"Teleport^Market Center"	"1"	"5070"	"32846"	"32972"	"0"	"0"	"0"	"0"	"800"	"0"
"2434"	"Teleport^Market Center"	"1"	"5070"	"32846"	"32927"	"0"	"0"	"0"	"0"	"800"	"0"
"2435"	"Storage^Jeep"	"1"	"5068"	"32797"	"32930"	"0"	"0"	"0"	"0"	"800"	"0"
"2436"	"Market Guard"	"1"	"5067"	"32793"	"32922"	"0"	"0"	"4"	"0"	"800"	"0"
"2437"	"Market Guard"	"1"	"5067"	"32793"	"32931"	"0"	"0"	"4"	"0"	"800"	"0"
"2438"	"Market Guard"	"1"	"5067"	"32808"	"32931"	"0"	"0"	"4"	"0"	"800"	"0"
"2439"	"Market Guard"	"1"	"5067"	"32808"	"32922"	"0"	"0"	"4"	"0"	"800"	"0"
"2441"	"Aden Chamber of Commerce"	"1"	"70064"	"32796"	"32922"	"0"	"0"	"5"	"0"	"800"	"0"
"2442"	"Suspicious Warehouse Keeper^Pius"	"1"	"5071"	"32773"	"32833"	"0"	"0"	"0"	"0"	"622"	"0"
"2443"	"Mystic Enchant Wizard^Pydor"	"1"	"5010"	"32785"	"32829"	"0"	"0"	"5"	"0"	"622"	"0"
"2450"	"Enchant Wizard^Gendro"	"1"	"5012"	"33059"	"32344"	"0"	"0"	"5"	"0"	"4"	"0"
"2451"	"Storage^Nouriel"	"1"	"5090"	"33065"	"32341"	"0"	"0"	"5"	"0"	"4"	"0"
"2452"	"General Merchant^Elpin"	"1"	"5092"	"33069"	"32336"	"0"	"0"	"5"	"0"	"4"	"0"
"2453"	"Crystal Merchant^Ellie"	"1"	"5093"	"33080"	"32339"	"0"	"0"	"5"	"0"	"4"	"0"
"2455"	"Marba"	"1"	"70842"	"33053"	"32312"	"0"	"0"	"5"	"0"	"4"	"0"
"2456"	"Hurindalien"	"1"	"70854"	"33031"	"32341"	"0"	"0"	"6"	"0"	"4"	"0"
"2457"	"Crafter^Doett"	"1"	"70839"	"33033"	"32363"	"0"	"0"	"5"	"0"	"4"	"0"
