"skill_id"	"name"	"desc_kr"	"desc_en"	"skill_level"	"mpConsume"	"hpConsume"	"itemConsumeId"	"itemConsumeCount"	"reuseDelay"	"delayGroupId"	"fixDelay"	"buffDuration"	"buffDuration_txt"	"target"	"target_to"	"target_to_txt"	"effect_txt"	"damage_value"	"damage_dice"	"damage_dice_count"	"probability_value"	"probability_dice"	"attr"	"type"	"alignment"	"ranged"	"area"	"is_through"	"action_id"	"action_id2"	"action_id3"	"castgfx"	"castgfx2"	"castgfx3"	"sysmsgID_happen"	"sysmsgID_stop"	"sysmsgID_fail"	"classType"	"grade"
"10023"	"spirit of water boss spear"	"spirit of water boss spear"	"Spirit Of Water Boss Spear"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"WATER"	"ATTACK"	"0"	"8"	"0"	"false"	"18"	"0"	"0"	"2740"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10024"	"데몬 광범위 마법"	"데몬 광범위 마법"	"Demon Wide Range Magic"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"30"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"6"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10025"	"타락(광범위 마법)"	"타락(광범위 마법)"	"Corruption (Wide Range Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"18"	"0"	"0"	"4326"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10026"	"린드비오르(안식)"	"린드비오르(안식)"	"Lindvior (Rest)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"300"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"true"	"18"	"0"	"0"	"4155"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10027"	"안타라스(안식)"	"안타라스(안식)"	"Antharas (Rest)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"300"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"true"	"18"	"0"	"0"	"4158"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10028"	"발라카스(안식)"	"발라카스(안식)"	"Balakas (Rest)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"300"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"true"	"18"	"0"	"0"	"4161"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10029"	"파푸리온(안식)"	"파푸리온(안식)"	"Papurion (Rest)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"300"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"true"	"18"	"0"	"0"	"4164"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10030"	"서큐버스 원거리"	"서큐버스 원거리"	"Succubus Ranged"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"80"	"10"	"3"	"0"	"0"	"WATER"	"ATTACK"	"0"	"-1"	"0"	"false"	"18"	"0"	"0"	"1115"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10031"	"서큐버스 퀸 원거리"	"서큐버스 퀸 원거리"	"Succubus Queen Ranged"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"80"	"20"	"2"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"false"	"18"	"0"	"0"	"1119"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10032"	"zenith queen spell e venom"	"zenith queen spell e venom"	"Zenith Queen Spell E Venom"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"6"	"false"	"18"	"0"	"0"	"2819"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10033"	"Imp Magic"	"Imp Magic"	"Imp Magic"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"10"	"1"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"false"	"18"	"0"	"0"	"1160"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10034"	"Bomb Flower E"	"Bomb Flower E"	"Bomb Flower E"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"10"	"1"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"9"	"0"	"false"	"18"	"0"	"0"	"1831"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10035"	"라이아(아이스 이럽션)"	"라이아(아이스 이럽션)"	"Leia (Ice Eruption)"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"9"	"0"	"false"	"18"	"0"	"0"	"3685"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10036"	"맘보 토끼(범위)"	"맘보 토끼(범위)"	"Mambo Rabbit (Range)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"19"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10037"	"맘보 킹(범위)"	"맘보 킹(범위)"	"Mambo King (Range)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10038"	"정령 감시자(광범위 마법)"	"정령 감시자(광범위 마법)"	"Spirit Watcher (Wide Range Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"4"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10039"	"아리오크 범위"	"아리오크 범위"	"Arioch Range"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"19"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10040"	"Ariorc attack Ii E"	"Ariorc attack Ii E"	"Ariorc Attack Ii E"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"18"	"0"	"0"	"4374"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10041"	"Ariorc attack Iii E"	"Ariorc attack Iii E"	"Ariorc Attack Iii E"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"18"	"0"	"0"	"4375"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10042"	"레서 데몬(화염 매직 스퀘어)"	"레서 데몬(화염 매직 스퀘어)"	"Lesser Demon (Fire Magic Square)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"2"	"false"	"18"	"0"	"0"	"2527"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10043"	"다크 포레스트(범위 마법)"	"다크 포레스트(범위 마법)"	"Dark Forest (Area Spell)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"4"	"false"	"18"	"0"	"0"	"3363"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10044"	"블랙 위저드(범위 마법)"	"블랙 위저드(범위 마법)"	"Black Wizard (Area Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"3700"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10045"	"Dire Bat L E Screen"	"Dire Bat L E Screen"	"Dire Bat L E Screen"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"3417"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10046"	"Blue Tale Laser"	"Blue Tale Laser"	"Blue Tale Laser"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4080"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10047"	"코라프트프리스트(범위 마법)"	"코라프트프리스트(범위 마법)"	"Koraft Priest (Range Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"3700"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10048"	"Seadancer M A"	"Seadancer M A"	"Seadancer M A"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"9"	"0"	"false"	"18"	"0"	"0"	"1606"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10049"	"Seadancer M B"	"Seadancer M B"	"Seadancer M B"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"9"	"0"	"false"	"18"	"0"	"0"	"1608"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10050"	"파푸리온(아이스 호흡)"	"파푸리온(아이스 호흡)"	"Papurion (Ice Breath)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"8"	"0"	"0"	"WATER"	"ATTACK"	"0"	"4"	"6"	"false"	"18"	"0"	"0"	"1593"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10051"	"파푸리온(거품)"	"파푸리온(거품)"	"Papurion (Foam)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"250"	"10"	"12"	"0"	"0"	"WATER"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"1594"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10052"	"발라카스(날씨)"	"발라카스(날씨)"	"Balacas (Weather)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"250"	"10"	"12"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"19"	"0"	"0"	"2004"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10053"	"린드비오르(전격)"	"린드비오르(전격)"	"Lindvior (Blitzkrieg)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"250"	"10"	"12"	"0"	"0"	"WIND"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"2566"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10054"	"자기 라스(호흡)"	"자기 라스(호흡)"	"Self Las (Breathing)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"250"	"10"	"12"	"0"	"0"	"EARTH"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"1249"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10055"	"Burst"	"Burst"	"Burst"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"2"	"false"	"18"	"0"	"0"	"243"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10056"	"헬 파이어 땅 흔들림"	"헬 파이어 땅 흔들림"	"Hellfire Ground Shaking"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"6"	"false"	"18"	"0"	"0"	"245"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10057"	"Recall"	"Recall"	"Recall"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"BUFF"	"ALL"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"OTHER"	"0"	"10"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10058"	"죽음의 사제 사큐바스(단체 마법)"	"죽음의 사제 사큐바스(단체 마법)"	"Sakyubas, Priest Of Death (Group Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4696"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10059"	"죽음의 사제 베레스(단체 마법)"	"죽음의 사제 베레스(단체 마법)"	"Death Priest Bereth (Group Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"70"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4655"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10060"	"죽음의 사제 demon(단체 마법)"	"죽음의 사제 demon(단체 마법)"	"Death Priest Demon (Group Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"30"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4579"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10061"	"리치(원거리 마법)"	"리치(원거리 마법)"	"Lich (Ranged Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"30"	"2"	"2"	"0"	"0"	"NONE"	"ATTACK"	"0"	"8"	"3"	"false"	"18"	"0"	"0"	"2546"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10062"	"Grimm 리퍼(원거리 마법)"	"Grimm 리퍼(원거리 마법)"	"Grimm Reaper (Ranged Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"8"	"3"	"false"	"18"	"0"	"0"	"3396"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10063"	"야히(광범위 마법)"	"야히(광범위 마법)"	"Yahi (Wide Range Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"10"	"false"	"18"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10064"	"야히(원거리 마법)"	"야히(원거리 마법)"	"Yahi (Ranged Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"8"	"3"	"false"	"18"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10065"	"파스(8 셀 원거리 특수 공격)"	"파스(8 셀 원거리 특수 공격)"	"Pars (8 Cell Long Range Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"8"	"5"	"0"	"0"	"WIND"	"ATTACK"	"0"	"8"	"0"	"false"	"18"	"0"	"0"	"5663"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10066"	"파사즈(8 셀 원거리 특수 공격)"	"파사즈(8 셀 원거리 특수 공격)"	"Pasaz (8 Cell Long-Distance Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"8"	"8"	"0"	"0"	"WIND"	"ATTACK"	"0"	"8"	"0"	"false"	"18"	"0"	"0"	"5469"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10067"	"디 안 가스(불길)"	"디 안 가스(불길)"	"Di An Gas (Flame)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"5"	"5"	"false"	"18"	"0"	"0"	"5268"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10068"	"안 가스(불길)"	"안 가스(불길)"	"Inner Gas (Flame)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"5"	"5"	"false"	"18"	"0"	"0"	"5272"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10069"	"발록 (광범위 마법)"	"발록 (광범위 마법)"	"Balrog (Wide Range Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"3"	"false"	"18"	"0"	"0"	"5514"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10070"	"발록 (전범위 마법)"	"발록 (전범위 마법)"	"Balrog (Full Range Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"5515"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10071"	"Freeze"	"Freeze"	"Freeze"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"8"	""	"BUFF"	"ALL"	""	""	"0"	"0"	"0"	"0"	"8"	"EARTH"	"PROB"	"0"	"-1"	"0"	"false"	"30"	"0"	"0"	"4184"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10072"	"익사한 영혼(2 셀 원거리 특수 공격)"	"익사한 영혼(2 셀 원거리 특수 공격)"	"Drowned Soul (2-Cell Ranged Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"2"	"0"	"false"	"18"	"0"	"0"	"5487"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10073"	"익사한 영혼(6 셀 원거리 마법 공격)"	"익사한 영혼(6 셀 원거리 마법 공격)"	"Drowned Soul (6-Cell Ranged Magic Attack)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"5417"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10074"	"스케르톤이르(6 셀 원거리 공격)"	"스케르톤이르(6 셀 원거리 공격)"	"Skertonir (6 Cell Long Range Attack)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"5410"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10075"	"대왕 오징어(광범위 마법)"	"대왕 오징어(광범위 마법)"	"Giant Squid (Wide Area Magic)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"WATER"	"ATTACK"	"0"	"0"	"7"	"false"	"18"	"0"	"0"	"5550"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10076"	"배틀 타이거(원거리 마법)"	"배틀 타이거(원거리 마법)"	"Battle Tiger (Ranged Magic)"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"5131"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10077"	"기주견(원거리 마법)"	"기주견(원거리 마법)"	"Host Dog (Ranged Magic)"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"6"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4584"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10078"	"스피릿드의 소환물(원거리 특수 공격)"	"스피릿드의 소환물(원거리 특수 공격)"	"Spirited's Summon (Ranged Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4508"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10079"	"스피릿드(원거리 특수 공격)"	"스피릿드(원거리 특수 공격)"	"Spirited (Ranged Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4499"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10080"	"하이리자드만(6 셀 원거리 공격)"	"하이리자드만(6 셀 원거리 공격)"	"High Lizardman (6 Cell Long Range Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"40"	"10"	"3"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4239"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10081"	"카즈드다크에르후나이트(원거리 특수 공격)"	"카즈드다크에르후나이트(원거리 특수 공격)"	"Khazdarkerhunite (Ranged Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"7"	"false"	"18"	"0"	"0"	"5633"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10082"	"카즈드다크에르후나이트(범위 특수 공격)"	"카즈드다크에르후나이트(범위 특수 공격)"	"Kazdarkerhunite (Range Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"3"	"false"	"18"	"0"	"0"	"5643"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10083"	"여단장 다크 판사(원거리 특수 공격)"	"여단장 다크 판사(원거리 특수 공격)"	"Brigadier General Dark Judge (Ranged Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"0"	"false"	"18"	"0"	"0"	"4629"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10084"	"여단장 다크 판사(범위 특수 공격)"	"여단장 다크 판사(범위 특수 공격)"	"Brigadier General Dark Judge (Range Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"3"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10085"	"카즈드다크에르후메이지(단체 마법)"	"카즈드다크에르후메이지(단체 마법)"	"Kazudarkerhumage (Group Magic)"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"5"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"1"	"0"	"false"	"18"	"0"	"0"	"5522"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10086"	"피의 강령술사(원거리 특수 공격)"	"피의 강령술사(원거리 특수 공격)"	"Blood Necromancer (Ranged Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"8"	"0"	"false"	"1"	"0"	"0"	"16487"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"10087"	"피의 강령술사(범위 특수 공격)"	"피의 강령술사(범위 특수 공격)"	"Blood Necromancer (Area Special Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"7"	"false"	"18"	"0"	"0"	"4676"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
