"id"	"name"	"polyid"	"minlevel"	"weaponequip"	"armorequip"	"isSkillUse"	"cause"	"bonusPVP"	"formLongEnable"
"18668"	"basic illusionist female 80"	"18668"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18669"	"basic warrior male 80"	"20569"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18670"	"basic warrior female 80"	"20579"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18671"	"basic fencer male 80"	"18671"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18672"	"basic fencer female 80"	"18672"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"15073"	"event lv87 lms atun"	"15073"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19022"	"event lv87 ninety darkstarjoe"	"19022"	"1"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19019"	"event lv87 ninety zilian"	"19019"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"19026"	"event lv87 night slasher"	"19026"	"1"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19417"	"basic prince male war"	"19417"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19418"	"basic prince female war"	"19418"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19419"	"basic knight male war"	"19419"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19420"	"basic knight female war"	"19420"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19421"	"basic elf male war"	"19421"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19422"	"basic elf female war"	"19422"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19423"	"basic wizard male war"	"19423"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19424"	"basic wizard female war"	"19424"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19425"	"basic darkelf male war"	"19425"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19426"	"basic darkelf female war"	"19426"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19427"	"basic dragonknight male war"	"19427"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19428"	"basic dragonknight female war"	"19428"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19429"	"basic illusionist male war"	"19429"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19430"	"basic illusionist female war"	"19430"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19431"	"basic warrior male war"	"20569"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19432"	"basic warrior female war"	"20579"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19433"	"basic fencer male war"	"19433"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19434"	"basic fencer female war"	"19434"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19757"	"lv new guard spear red"	"19757"	"0"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19652"	"lv87 jin death knight purple rn"	"19652"	"87"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19407"	"lv75 guard spear green rn"	"19407"	"75"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19409"	"lv80 guard spear blue rn"	"19409"	"80"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19410"	"lv85 guard spear red rn"	"19410"	"85"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19411"	"lv87 guard spear purple rn"	"19411"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19437"	"lv87 guard archer purple rn"	"19437"	"87"	"256"	"4095"	"1"	"7"	"false"	"false"
"19440"	"lv75 guard archer green rn"	"19440"	"75"	"256"	"4095"	"1"	"7"	"false"	"false"
"19441"	"lv80 guard archer blue rn"	"19441"	"80"	"256"	"4095"	"1"	"7"	"false"	"false"
"19442"	"lv85 guard archer red rn"	"19442"	"85"	"256"	"4095"	"1"	"7"	"false"	"false"
"19445"	"lv75 zin baphomet green"	"19445"	"75"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19449"	"lv87 zin baphomet purple rn"	"19449"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19624"	"lv90 dark knight rn"	"19624"	"90"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19621"	"lv92 silver knight rn"	"19621"	"92"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19618"	"lv94 gold knight rn"	"19618"	"94"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19471"	"lv96 arch knight rn"	"19471"	"96"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19326"	"lv90 dark lance master"	"19326"	"90"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19387"	"lv92 silver lance master"	"19387"	"92"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19389"	"lv94 gold lance master"	"19389"	"94"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19391"	"lv96 arch lance master"	"19391"	"96"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19586"	"lv90 dark scouter rn"	"19586"	"90"	"256"	"4095"	"1"	"7"	"false"	"false"
"19592"	"lv92 silver scouter rn"	"19592"	"92"	"256"	"4095"	"1"	"7"	"false"	"false"
"19589"	"lv94 gold scouter rn"	"19589"	"94"	"256"	"4095"	"1"	"7"	"false"	"false"
"19494"	"lv96 arch scouter rn"	"19494"	"96"	"256"	"4095"	"1"	"7"	"false"	"false"
"19666"	"lv90 dark magister rn"	"19666"	"90"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19669"	"lv92 silver magister rn"	"19669"	"92"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19671"	"lv94 gold magister rn"	"19671"	"94"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19673"	"lv96 arch magister rn"	"19673"	"96"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19689"	"lv98 jin death knight platinum"	"19689"	"98"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19722"	"lv98 guard spear platinum"	"19722"	"98"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19726"	"lv98 guard archer platinum"	"19726"	"98"	"256"	"4095"	"1"	"7"	"false"	"false"
"19738"	"lv98 zin baphomet platinum"	"19738"	"98"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19555"	"basic lancer male 80"	"19656"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19556"	"basic lancer female 80"	"19659"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19777"	"basic lancer male war"	"19777"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19778"	"basic lancer female war"	"19778"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19824"	"rangking lancer male"	"19824"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19825"	"rangking lancer female"	"19825"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"19958"	"pccafe siege deathknight"	"19958"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19959"	"pccafe siege darkelf"	"19959"	"87"	"256"	"4095"	"1"	"7"	"false"	"false"
"19756"	"lv eighty five new deathknight red"	"19756"	"0"	"3839"	"4095"	"1"	"7"	"false"	"true"
"19758"	"lv new guard archer red"	"19758"	"0"	"256"	"4095"	"1"	"7"	"false"	"false"
"19759"	"lv new baphomet red"	"19759"	"0"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20438"	"lv100 doppelganger king"	"20438"	"99"	"4095"	"4095"	"1"	"7"	"true"	"true"
"20442"	"lv100 zillian"	"20442"	"100"	"3839"	"4095"	"1"	"7"	"true"	"false"
"19398"	"event pledge death knight"	"19398"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19816"	"event pledge darkelf"	"19816"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"20301"	"scroll arch knight"	"20301"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20302"	"scroll arch lance master"	"20302"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20303"	"scroll arch scouter"	"20303"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"20304"	"scroll arch mage"	"20304"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19502"	"collection43 king kenrauhel"	"19502"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19498"	"collection39 knight chief"	"19498"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20527"	"lv1 skeleton light blue"	"20527"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20530"	"lv1 skeleton red"	"20530"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19474"	"collection1 death"	"19474"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19558"	"collection94 mambo rabbit r"	"19558"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19503"	"collection44 ice demon"	"19503"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19548"	"collection68 yeti"	"19548"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19481"	"collection10 king guard crossbow"	"19481"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"19489"	"collection26 bandit four"	"19489"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"19491"	"collection29 bow of dwarf"	"19491"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"19501"	"collection42 kelenis"	"19501"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19482"	"collection11 avariciopus wizzard"	"19482"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19507"	"collection48 las edea"	"19507"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19514"	"collection59 mandragora white"	"19514"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"19554"	"collection90 kiwi parrot"	"19554"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"13140"	"pumpkin scarecrow 80"	"13140"	"0"	"751"	"4095"	"1"	"7"	"false"	"false"
"20469"	"lv100 crister"	"20469"	"100"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20471"	"lv100 ishilotte"	"20471"	"100"	"256"	"4095"	"1"	"7"	"false"	"false"
"20449"	"lv100 joewoo"	"20449"	"100"	"3839"	"4095"	"1"	"7"	"false"	"false"
"20446"	"lv100 atun"	"20446"	"100"	"3839"	"4095"	"1"	"7"	"false"	"false"
"16614"	"knight of heaven"	"16614"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"7967"	"pc heaven knight"	"7967"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"20751"	"red orc event"	"20751"	"1"	"4095"	"4095"	"1"	"7"	"false"	"true"
